leto,podrocje,ime,URL,datum rojstva,drzava rojstva,nagrade
1985,Kemija,Jerome Karle,https://en.wikipedia.org/wiki/Jerome_Karle,1918-06-18,U.S.,Nobel Prize in Chemistry; Navy Distinguished Civilian Service Award; [ 1 ]
1986,Kemija,Dudley R. Herschbach,https://en.wikipedia.org/wiki/Dudley_R._Herschbach,1932-06-18,U.S.,ACS Award in Pure Chemistry; Linus Pauling Medal; RSC Michael Polanyi Medal; Irving Langmuir Award; Nobel Prize in Chemistry; National Medal of Science; American Institute of Chemists Gold Medal
1986,Kemija,Yuan T. Lee,https://en.wikipedia.org/wiki/Yuan_T._Lee,1936-11-19,Japanese Taiwan,Nobel Prize in Chemistry; National Medal of Science; Peter Debye Award; Faraday Lectureship Prize; Othmer Gold Medal
1986,Kemija,John Polanyi,https://en.wikipedia.org/wiki/John_Polanyi,1929-01-23,Germany,FRS  [ 1 ]; FRS; [ 1 ]; Henry Marshall Tory Medal; Wolf Prize in Chemistry; Nobel Prize in Chemistry; Royal Medal; Faraday Lectureship Prize
1987,Kemija,Donald J. Cram,https://en.wikipedia.org/wiki/Donald_J._Cram,,,Nobel Prize in Chemistry; Glenn T. Seaborg Medal; National Medal of Science; Guggenheim fellowship
1987,Kemija,Jean-Marie Lehn,https://en.wikipedia.org/wiki/Jean-Marie_Lehn,1939-09-30,France,Nobel Prize in Chemistry; Davy Medal; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]
1987,Kemija,Charles J. Pedersen,https://en.wikipedia.org/wiki/Charles_J._Pedersen,1904-10-03,Korean Empire,Nobel Prize in Chemistry
1988,Kemija,Johann Deisenhofer,https://en.wikipedia.org/wiki/Johann_Deisenhofer,1943-09-30,Germany [ 2 ],Max Delbruck Prize; American Academy of Achievement; [ 1 ]; Nobel Prize for Chemistry
1988,Kemija,Robert Huber,https://en.wikipedia.org/wiki/Robert_Huber,1937-02-20,20 February 1937 (age 88) Munich,Nobel Prize in Chemistry; ForMemRS  [ 1 ] [ 2 ]; ForMemRS; [ 1 ]; [ 2 ]
1988,Kemija,Hartmut Michel,https://en.wikipedia.org/wiki/Hartmut_Michel,1948-07-18,Germany,Max Delbruck Prize; Gottfried Wilhelm Leibniz Prize; Nobel Prize in Chemistry; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]
1989,Kemija,Sidney Altman,https://en.wikipedia.org/wiki/Sidney_Altman,1939-05-07,Canada,Nobel Prize in Chemistry; Lomonosov Gold Medal; Rosenstiel Award
1989,Kemija,Thomas Cech,https://en.wikipedia.org/wiki/Thomas_Cech,1947-12-08,U.S.,Pfizer Award in Enzyme Chemistry; Newcomb Cleveland Prize; NAS Award in Molecular Biology; Rosenstiel Award; Nobel Prize in Chemistry; National Medal of Science; Othmer Gold Medal
1990,Kemija,Elias James Corey,https://en.wikipedia.org/wiki/Elias_James_Corey,1928-07-12,U.S.,ACS Award in Pure Chemistry; Ernest Guenther Award; Centenary Medal; Linus Pauling Award; George Ledlie Prize; Arthur C. Cope Award; William H. Nichols Medal; Franklin Medal; Chemical Pioneer Award; Lewis S. Rosenstiel Award; Paul Karrer Gold Medal; Tetrahedron Prize; Willard Gibbs Award; Wolf Prize in Chemistry; National Medal of Science; Japan Prize  [ 1 ]; Japan Prize; [ 1 ]; Nobel Prize in Chemistry; ForMemRS  [ 2 ]; ForMemRS; [ 2 ]; Priestley Medal
1991,Kemija,Richard R. Ernst,https://en.wikipedia.org/wiki/Richard_R._Ernst,1933-08-14,Switzerland,Marcel Benoist Prize; Nobel Prize for Chemistry; Wolf Prize in Chemistry; Louisa Gross Horwitz Prize; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]
1992,Kemija,Rudolph A. Marcus,https://en.wikipedia.org/wiki/Rudolph_A._Marcus,1923-07-21,Canada,Irving Langmuir Award; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Wolf Prize in Chemistry; Centenary Prize; Peter Debye Award; National Medal of Science; Linus Pauling Award; Nobel Prize in Chemistry; Oesper Award
1993,Kemija,Kary Mullis,https://en.wikipedia.org/wiki/Kary_Mullis,1944-12-28,U.S.,William Allan Award; Robert Koch Prize; Nobel Prize in Chemistry; Japan Prize; [ 1 ]
1993,Kemija,Michael Smith,https://en.wikipedia.org/wiki/Michael_Smith,,,
1994,Kemija,George Andrew Olah,https://en.wikipedia.org/wiki/George_Andrew_Olah,1927-05-22,Hungary,Tolman Award; Nobel Prize in Chemistry; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Arthur C. Cope Award; Order of the Rising Sun; Priestley Medal; Hungarian Order of Pro Merit  [ 2 ]; [ 2 ]
1995,Kemija,Paul J. Crutzen,https://en.wikipedia.org/wiki/Paul_J._Crutzen,1933-12-03,Netherlands,Tyler Prize for Environmental Achievement; Volvo Environment Prize; Nobel Prize in Chemistry; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Lomonosov Gold Medal
1995,Kemija,Mario J. Molina,https://en.wikipedia.org/wiki/Mario_J._Molina,1943-03-19,Mexico,Tyler Prize for Environmental Achievement  Newcomb Cleveland Prize  NASA Exceptional Scientific Achievement Medal  [ 1 ] Nobel Prize in Chemistry  Willard Gibbs Award  UN Environment Programme Sasakawa Environment Prize  Heinz Award in the Environment  [ 2 ] Volvo Environment Prize  [ 3 ] Presidential Medal of Freedom  [ 4 ]; Tyler Prize for Environmental Achievement; Newcomb Cleveland Prize; NASA Exceptional Scientific Achievement Medal  [ 1 ]; NASA Exceptional Scientific Achievement Medal; [ 1 ]; Nobel Prize in Chemistry; Willard Gibbs Award; UN Environment Programme Sasakawa Environment Prize; Heinz Award in the Environment  [ 2 ]; Heinz Award; [ 2 ]; Volvo Environment Prize  [ 3 ]; Volvo Environment Prize; [ 3 ]; Presidential Medal of Freedom  [ 4 ]; Presidential Medal of Freedom; [ 4 ]
1995,Kemija,F. Sherwood Rowland,https://en.wikipedia.org/wiki/F._Sherwood_Rowland,1927-06-28,U.S.,ForMemRS  [ 1 ] [ 2 ]; ForMemRS; [ 1 ]; [ 2 ]; Nobel Prize in Chemistry; Roger Revelle Medal; Albert Einstein World Award of Science; Peter Debye Award; Japan Prize  [ 3 ]; Japan Prize; [ 3 ]; Tyler Prize for Environmental Achievement; Tolman Award
1996,Kemija,Robert Curl,https://en.wikipedia.org/wiki/Robert_Curl,1933-08-23,U.S.,Nobel Prize in Chemistry
1996,Kemija,Harry Kroto,https://en.wikipedia.org/wiki/Harry_Kroto,1939-10-07,England,Nobel Prize in Chemistry; Knight Bachelor; Dalton Medal; Michael Faraday Prize; Copley Medal
1996,Kemija,Richard Smalley,https://en.wikipedia.org/wiki/Richard_Smalley,1943-06-06,U.S.,Irving Langmuir Award; E. O. Lawrence Award; EPS Europhysics Prize; Nobel Prize in Chemistry
1997,Kemija,Paul D. Boyer,https://en.wikipedia.org/wiki/Paul_D._Boyer,1918-07-31,U.S.,Pfizer Award in Enzyme Chemistry; Guggenheim Fellow; Tolman Award; Nobel Prize; Seaborg Medal
1997,Kemija,John E. Walker,https://en.wikipedia.org/wiki/John_E._Walker,1941-01-07,England,Nobel Prize in Chemistry; Knight Bachelor  [ 1 ]; Knight Bachelor; [ 1 ]; Copley Medal  [ 2 ]; Copley Medal; [ 2 ]
1997,Kemija,Jens Christian Skou,https://en.wikipedia.org/wiki/Jens_Christian_Skou,1918-10-08,Denmark,Nobel Prize in Chemistry; Fernström Prize
1998,Kemija,Walter Kohn,https://en.wikipedia.org/wiki/Walter_Kohn,1923-03-09,Austria,Oliver E. Buckley Prize; National Medal of Science; Nobel Prize in Chemistry
1998,Kemija,John Pople,https://en.wikipedia.org/wiki/John_Pople,1925-10-31,England,Mayhew Prize; FRS  [ 1 ]; FRS; [ 1 ]; Irving Langmuir Award; Davy Medal; Wolf Prize in Chemistry; Nobel Prize in Chemistry; Copley Medal
1999,Kemija,Ahmed Zewail,https://en.wikipedia.org/wiki/Ahmed_Zewail,1946-02-26,Egypt,King Faisal International Prize for Science; Wolf Prize (Chemistry); Wolf Prize; Order of Merit; Peter Debye Award  [ 1 ]; Peter Debye Award; [ 1 ]; Tolman Award; E. Bright Wilson Award  [ 1 ]; E. Bright Wilson Award; E. O. Lawrence Award  [ 1 ]; E. O. Lawrence Award; The Franklin Medal (United States)  [ 1 ]; The Franklin Medal; Paul Karrer Gold Medal  [ 1 ]; Paul Karrer Gold Medal; Nobel Prize for Chemistry; Order of the Nile; ForMemRS  [ 2 ]; ForMemRS; [ 2 ]; Albert Einstein World Award of Science; Othmer Gold Medal; Priestley Medal; Davy Medal
2000,Kemija,Alan J. Heeger,https://en.wikipedia.org/wiki/Alan_J._Heeger,1936-01-22,United States,Nobel Prize in Chemistry; Balzan Prize; ENI award; Oliver E. Buckley Condensed Matter Prize
2000,Kemija,Alan MacDiarmid,https://en.wikipedia.org/wiki/Alan_MacDiarmid,,,The Francis J. Clamer Medal; Nobel Prize in Chemistry; Nobel Prize; William H. Nichols Medal; Fellow of the Royal Society  [ 1 ]; Fellow of the Royal Society; [ 1 ]; NAS Member; Friendship Award
2000,Kemija,Hideki Shirakawa,https://en.wikipedia.org/wiki/Hideki_Shirakawa,1936-08-20,Japan,Nobel Prize in Chemistry; Person of Cultural Merit; Order of Culture
2001,Kemija,William Standish Knowles,https://en.wikipedia.org/wiki/William_Standish_Knowles,1917-06-01,U.S.,Nobel Prize in Chemistry
2001,Kemija,Ryōji Noyori,https://en.wikipedia.org/wiki/Ry%C5%8Dji_Noyori,1938-09-03,Japan,Asahi Prize; Tetrahedron Prize; Arthur C. Cope Award; Nobel Prize for Chemistry; Wolf Prize in Chemistry; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Lomonosov Gold Medal
2001,Kemija,Karl Barry Sharpless,https://en.wikipedia.org/wiki/Karl_Barry_Sharpless,1941-04-28,U.S.,Chemical Pioneer Award; Scheele Award; Arthur C. Cope Award; Tetrahedron Prize; King Faisal International Prize; Harvey Prize; Chirality Medal; Benjamin Franklin Medal; Wolf Prize; Nobel Prize in Chemistry (2001; 2022); Nobel Prize in Chemistry; William H. Nichols Medal; Priestley Medal
2002,Kemija,John B. Fenn,https://en.wikipedia.org/wiki/John_B._Fenn,1917-06-15,U.S.,Humboldt Prize; Thomson Medal; ABRF Award; Nobel Prize in Chemistry; Wilbur Cross Medal
2002,Kemija,Koichi Tanaka,https://en.wikipedia.org/wiki/Koichi_Tanaka,1959-08-03,Japan,Nobel Prize in Chemistry; Order of Culture; Person of Cultural Merit; IEEE
2002,Kemija,Kurt Wüthrich,https://en.wikipedia.org/wiki/Kurt_W%C3%BCthrich,1938-10-04,Switzerland,Nobel Prize in Chemistry; Louis-Jeantet Prize for Medicine  [ 1 ]; Louis-Jeantet Prize for Medicine; [ 1 ]; Kyoto Prize; Marcel Benoist Prize; Louisa Gross Horwitz Prize; ForMemRS
2003,Kemija,Peter Agre,https://en.wikipedia.org/wiki/Peter_Agre,1949-01-30,U.S.,Nobel Prize in Chemistry; Bloomberg Distinguished Professorships
2003,Kemija,Roderick MacKinnon,https://en.wikipedia.org/wiki/Roderick_MacKinnon,1956-02-19,U.S.,Newcomb Cleveland Prize; Albert Lasker Award for Basic Medical Research; Perl-UNC Prize; Nobel Prize in Chemistry; Louisa Gross Horwitz Prize; Bijvoet Medal
2004,Kemija,Aaron Ciechanover,https://en.wikipedia.org/wiki/Aaron_Ciechanover,1947-10-01,Mandatory Palestine (now Israel,Nobel Prize in Chemistry; Israel Prize; EMET Prize
2004,Kemija,Avram Hershko,https://en.wikipedia.org/wiki/Avram_Hershko,1937-12-31,Hungary,Weizmann Prize; Wolf Prize in Medicine; Nobel Prize in Chemistry
2004,Kemija,Irwin Rose,https://en.wikipedia.org/wiki/Irwin_Rose,1926-07-16,U.S.,Nobel Prize in Chemistry
2005,Kemija,Yves Chauvin,https://en.wikipedia.org/wiki/Yves_Chauvin,1930-10-10,Belgium,Nobel Prize in Chemistry
2005,Kemija,Robert H. Grubbs,https://en.wikipedia.org/wiki/Robert_H._Grubbs,1942-02-27,U.S.,Tolman Award; Linus Pauling Award; Nobel Prize in Chemistry; AIC Gold Medal; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]
2005,Kemija,Richard R. Schrock,https://en.wikipedia.org/wiki/Richard_R._Schrock,1945-01-04,United States,Nobel Prize in Chemistry; Basolo Medal  [ 1 ]; Basolo Medal; [ 1 ]; ForMemRS  [ 2 ]; ForMemRS; [ 2 ]
2006,Kemija,Roger D. Kornberg,https://en.wikipedia.org/wiki/Roger_D._Kornberg,1947-04-24,U.S.,Nobel Prize in Chemistry; Louisa Gross Horwitz Prize; Alfred P. Sloan; Jr. Prize; Gairdner Award; Harvey Prize; Ciba-Drew Award
2007,Kemija,Gerhard Ertl,https://en.wikipedia.org/wiki/Gerhard_Ertl,1936-10-10,Germany,EPS Europhysics Prize; Japan Prize; [ 1 ]; Wolf Prize in Chemistry; Nobel Prize in Chemistry; Otto Hahn Prize; Faraday Lectureship Prize
2008,Kemija,Osamu Shimomura,https://en.wikipedia.org/wiki/Osamu_Shimomura,1928-08-27,Empire of Japan,Pearse Prize; Asahi Prize; Nobel Prize in Chemistry; Golden Goose Award
2008,Kemija,Martin Chalfie,https://en.wikipedia.org/wiki/Martin_Chalfie,1947-01-15,U.S.,E. B. Wilson Medal; Nobel Prize in Chemistry; Golden Goose Award; Foreign Member of the Royal Society; Lomonosov Gold Medal
2008,Kemija,Roger Y. Tsien,https://en.wikipedia.org/wiki/Roger_Y._Tsien,1952-02-01,U.S.,Nobel Prize in Chemistry; Physiological Society Annual Review Prize Lecture; Golden Goose Award; E. B. Wilson Medal; Rosenstiel Award; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Wolf Prize in Medicine  [ 2 ]; Wolf Prize in Medicine; [ 2 ]; Keio Medical Science Prize; EMBO Membership  [ 3 ]; EMBO Membership; [ 3 ]; Dr A.H. Heineken Prize; Artois-Baillet Latour Health Prize; Gairdner Foundation International Award
2009,Kemija,Venkatraman Ramakrishnan,https://en.wikipedia.org/wiki/Venkatraman_Ramakrishnan,,Madras State,Knight Bachelor  [ 5 ]; Knight Bachelor; [ 5 ]; Padma Vibhushan; Nobel Prize in Chemistry  [ 6 ]; Nobel Prize in Chemistry; [ 6 ]; Louis-Jeantet Prize for Medicine  [ 7 ]; Louis-Jeantet Prize for Medicine; [ 7 ]; Order of Merit  [ 8 ]; Order of Merit; [ 8 ]
2009,Kemija,Thomas A. Steitz,https://en.wikipedia.org/wiki/Thomas_A._Steitz,1940-08-23,U.S.,Sir Hans Krebs Medal; Keio Medical Science Prize; Gairdner Foundation International Award; Nobel Prize in Chemistry
2009,Kemija,Ada Yonath,https://en.wikipedia.org/wiki/Ada_Yonath,1939-06-22,Mandatory Palestine,Harvey Prize; Wolf Prize in Chemistry; L'Oréal-UNESCO Award for Women in Science; Albert Einstein World Award of Science; Nobel Prize in Chemistry
2010,Kemija,Richard F. Heck,https://en.wikipedia.org/wiki/Richard_F._Heck,1931-08-15,U.S.,Glenn T. Seaborg Medal; Nobel Prize in Chemistry
2010,Kemija,Ei-ichi Negishi,https://en.wikipedia.org/wiki/Ei-ichi_Negishi,1935-07-14,China,Nobel Prize in Chemistry; Person of Cultural Merit; Order of Culture
2010,Kemija,Akira Suzuki,https://en.wikipedia.org/wiki/Akira_Suzuki,1930-09-12,Japan,Japan Academy Prize; Paul Karrer Gold Medal; Nobel Prize for Chemistry; Person of Cultural Merit; Order of Culture
2011,Kemija,Dan Shechtman,https://en.wikipedia.org/wiki/Dan_Shechtman,1941-01-24,Mandatory Palestine,Israel Prize; Wolf Prize in Physics; Gregori Aminoff Prize; Nobel Prize in Chemistry
2012,Kemija,Brian K. Kobilka,https://en.wikipedia.org/wiki/Brian_K._Kobilka,1955-05-30,United States,Nobel Prize in Chemistry
2012,Kemija,Robert J. Lefkowitz,https://en.wikipedia.org/wiki/Robert_J._Lefkowitz,1943-04-15,U.S.,National Medal of Science; BBVA Foundation Frontiers of Knowledge Award; Nobel Prize in Chemistry
2013,Kemija,Martin Karplus,https://en.wikipedia.org/wiki/Martin_Karplus,1930-03-15,Austria [ 2 ],Irving Langmuir Award; Award in Theoretical Chemistry  [ 1 ]; [ 1 ]; ForMemRS; Linus Pauling Award; Nobel Prize in Chemistry
2013,Kemija,Michael Levitt,https://en.wikipedia.org/wiki/Michael_Levitt,,,
2013,Kemija,Arieh Warshel,https://en.wikipedia.org/wiki/Arieh_Warshel,1940-11-20,British Mandate of Palestine (now Israel) [ 1 ],Nobel Prize in Chemistry; [ 1 ]
2014,Kemija,Eric Betzig,https://en.wikipedia.org/wiki/Eric_Betzig,1960-01-13,U.S.,Member of the National Academy of Sciences; Nobel Prize in Chemistry
2014,Kemija,Stefan Hell,https://en.wikipedia.org/wiki/Stefan_Hell,1962-12-23,Romania,Pour le Mérite; Wilhelm Exner Medal; Onsager Medal; Glenn T. Seaborg Medal; Nobel Prize in Chemistry; Kavli Prize; Paul Karrer Gold Medal; Meyenburg Prize; Körber European Science Prize; Otto Hahn Prize; Lower Saxony State Prize; Gottfried Wilhelm Leibniz Prize; German Future Prize; Berthold Leibinger Innovationspreis
2014,Kemija,William Moerner,https://en.wikipedia.org/wiki/William_Moerner,1953-06-24,U.S.,Wolf Prize in Chemistry; Irving Langmuir Award; Peter Debye Award; Nobel Prize in Chemistry
2015,Kemija,Tomas Lindahl,https://en.wikipedia.org/wiki/Tomas_Lindahl,1938-01-28,Sweden,EMBO Membership  [ 1 ]; EMBO Membership; [ 1 ]; FRS  [ 2 ] [ 3 ]; FRS; [ 2 ]; [ 3 ]; FMedSci  [ 4 ]; FMedSci; [ 4 ]; Royal Medal; Copley Medal; Nobel Prize in Chemistry
2015,Kemija,Paul L. Modrich,https://en.wikipedia.org/wiki/Paul_L._Modrich,1946-06-13,U.S.,Regeneron Science Talent Search; Camille Dreyfus Teacher-Scholar Awards; Pfizer Award in Enzyme Chemistry; Member of the National Academy of Sciences; Charles S. Mott Prize; Pasarow Award; Nobel Prize in Chemistry; North Carolina Award; Mendel Lecture
2015,Kemija,Aziz Sancar,https://en.wikipedia.org/wiki/Aziz_Sancar,1946-09-08,Turkey,TÜBİTAK Science Award  [ 1 ]; TÜBİTAK; [ 1 ]; Member of the National Academy of Sciences; Vehbi Koç Award  [ 2 ]; [ 2 ]; Nobel Prize in Chemistry
2016,Kemija,Jean-Pierre Sauvage,https://en.wikipedia.org/wiki/Jean-Pierre_Sauvage,1944-10-21,France,French Academy of Sciences; Nobel Prize in Chemistry
2016,Kemija,Fraser Stoddart,https://en.wikipedia.org/wiki/Fraser_Stoddart,1942-05-24,Scotland,Fellow of the Royal Society of London  [ 1 ]; Fellow of the Royal Society; [ 1 ]; Nagoya Gold Medal in Organic Chemistry; King Faisal Prize; Albert Einstein World Award of Science; Feynman Prize in Nanotechnology; Knight Bachelor; Arthur C. Cope Award; Davy Medal by The Royal Society of London; Davy Medal; Fellow of the Royal Society of Edinburgh; Member of the National Academy of Sciences; Nobel Prize in Chemistry  [ 2 ]; Nobel Prize in Chemistry; [ 2 ]; Fellow of The National Academy of Inventors; National Academy of Inventors
2016,Kemija,Ben Feringa,https://en.wikipedia.org/wiki/Ben_Feringa,1951-05-18,Netherlands,Nobel Prize in Chemistry; [ 1 ]
2017,Kemija,Jacques Dubochet,https://en.wikipedia.org/wiki/Jacques_Dubochet,1942-06-08,Switzerland,Nobel Prize in Chemistry
2017,Kemija,Joachim Frank,https://en.wikipedia.org/wiki/Joachim_Frank,1940-09-12,Germany,Benjamin Franklin Medal in Life Science; Benjamin Franklin Medal; Wiley Prize in Biomedical Sciences; Wiley Prize; Nobel Prize in Chemistry; Honorary Fellow of the Royal Microscopical Society
2017,Kemija,Richard Henderson,https://en.wikipedia.org/wiki/Richard_Henderson,,,
2018,Kemija,Frances H. Arnold,https://en.wikipedia.org/wiki/Frances_H._Arnold,1956-07-25,U.S.,Garvan–Olin Medal; FASEB Excellence in Science Award; Draper Prize; National Medal of Technology and Innovation; National Inventors Hall of Fame; Millennium Technology Prize; Sackler Prize in Convergence Research; Nobel Prize in Chemistry
2018,Kemija,George Smith,https://en.wikipedia.org/wiki/George_Smith,,,
2018,Kemija,Greg Winter,https://en.wikipedia.org/wiki/Greg_Winter,1951-04-14,England,Colworth Medal; EMBO Member; [ 1 ]; Louis-Jeantet Prize for Medicine; [ 2 ]; Knight Bachelor; Royal Medal; Prince Mahidol Award; [ 3 ]; Nobel Prize in Chemistry; Copley Medal
2019,Kemija,John B. Goodenough,https://en.wikipedia.org/wiki/John_B._Goodenough,1922-07-25,German Reich,Japan Prize; Enrico Fermi Award; National Medal of Science; IEEE Medal for Environmental and Safety Technologies; Charles Stark Draper Prize; Welch Award; Copley Medal; Nobel Prize in Chemistry
2019,Kemija,M. Stanley Whittingham,https://en.wikipedia.org/wiki/M._Stanley_Whittingham,1941-12-22,England,Nobel Prize in Chemistry
2019,Kemija,Akira Yoshino,https://en.wikipedia.org/wiki/Akira_Yoshino,1948-01-30,Japan,IEEE Medal for Environmental and Safety Technologies; Global Energy Prize; Charles Stark Draper Prize; Japan Prize; Nobel Prize
2020,Kemija,Emmanuelle Charpentier,https://en.wikipedia.org/wiki/Emmanuelle_Charpentier,1968-12-11,France,Louis-Jeantet Prize for Medicine; Breakthrough Prize in Life Sciences; Princess of Asturias Award; Tang Prize in Biopharmaceutical Science; Tang Prize; Canada Gairdner International Award; Leibniz Prize; Pour le Mérite; Japan Prize; The Novozymes Prize; Kavli Prize in Nanoscience; Kavli Prize; Wolf Prize in Medicine; Wolf Prize; Nobel Prize in Chemistry; National Inventors Hall of Fame
2020,Kemija,Jennifer Doudna,https://en.wikipedia.org/wiki/Jennifer_Doudna,1964-02-19,U.S.,Alan T. Waterman Award; Jacob Heskel Gabbay Award; Breakthrough Prize in Life Sciences; Princess of Asturias Award; Tang Prize in Biopharmaceutical Science; Tang Prize; Japan Prize; Kavli Prize in Nanoscience; Kavli Prize; Nanoscience; Wolf Prize in Medicine; Wolf Prize; Nobel Prize in Chemistry; Full list
2021,Kemija,Benjamin List,https://en.wikipedia.org/wiki/Benjamin_List,1968-01-11,West Germany,Gottfried Wilhelm Leibniz Prize; Nobel Prize in Chemistry
2021,Kemija,David MacMillan,https://en.wikipedia.org/wiki/David_MacMillan,1968-03-16,Scotland,Corday-Morgan medal; Member of the National Academy of Sciences; Nobel Prize in Chemistry
2022,Kemija,Carolyn Bertozzi,https://en.wikipedia.org/wiki/Carolyn_Bertozzi,1966-10-10,U.S.,ACS Award in Pure Chemistry; Lemelson–MIT Prize; Heinrich Wieland Prize; Wolf Prize; Dickson Prize; Welch Award in Chemistry; Nobel Prize in Chemistry
2022,Kemija,Morten P. Meldal,https://en.wikipedia.org/wiki/Morten_P._Meldal,1954-01-16,Morten Peter Meldal (  ) 16 January 1954 (age 71) Denmark,Nobel Prize in Chemistry
